https://www.lowes.com/pd/Haier-47-Decibel-and-Hard-Food-Disposer-Built-In-Dishwasher-Stainless-Steel-Common-18-Inch-Actual-18-in-ENERGY-STAR/1000511419,1117858,QDT125SSLSS,3.9,63%,https://mobileimages.lowes.com/product/converted/084691/084691830146.jpg?size=xl,Haier,47-Decibel and Hard Food Disposer Built-In Dishwasher (Stainless Steel) (Common: 18 Inch; Actual: 18-in) ENERGY STAR,2157,2349
https://www.lowes.com/pd/Whirlpool-50-Decibel-Built-In-Dishwasher-Stainless-Steel-Common-18-Inch-Actual-17-625-in-ENERGY-STAR/1000518443,1083906,WDF518SAHM,4.3,88%,https://mobileimages.lowes.com/product/converted/883049/883049466453.jpg?size=xl,Whirlpool,50-Decibel Built-In Dishwasher (Stainless Steel) (Common: 18 Inch; Actual: 17.625-in) ENERGY STAR,878,878
https://www.lowes.com/pd/ZLINE-KITCHEN-BATH-DW7714-18-40-Decibel-Built-In-Dishwasher-Custom-Panel-Ready-with-Stainless-Steel-Common-18-Inch-Actual-18-in-ENERGY-STAR/1001440756,1677435,DW7714-18,5,100%,https://mobileimages.lowes.com/product/converted/817299/817299028512.jpg?size=xl,ZLINE KITCHEN & BATH, DW7714-18 40-Decibel Built-In Dishwasher (Custom Panel Ready with Stainless Steel) (Common: 18 Inch; Actual: 18-in) ENERGY STAR,1975,161
https://www.lowes.com/pd/GE-Profile-47-Decibel-and-Hard-Food-Disposer-Built-In-Dishwasher-Stainless-Steel-Common-18-Inch-Actual-17-75-in-ENERGY-STAR/1000512207,1117855,PDT145SSLSS,3.7,65%,https://mobileimages.lowes.com/product/converted/084691/084691830184.jpg?size=xl,GE,Profile 47-Decibel and Hard Food Disposer Built-In Dishwasher (Stainless Steel) (Common: 18 Inch; Actual: 17.75-in) ENERGY STAR,1854,1859
https://www.lowes.com/pd/Whirlpool-7-cu-ft-Electric-Dryer-White-While-Supplies-Last/50354426,670009,WED4815EW,4.5,94%,https://mobileimages.lowes.com/product/converted/883049/883049348247.jpg?size=xl,Whirlpool,7-cu ft Electric Dryer (White) (While Supplies Last),132,1858
https://www.lowes.com/pd/Whirlpool-8-8-cu-ft-Electric-Dryer-White-ENERGY-STAR/50351430,670012,WED8000DW,4.7,95%,https://mobileimages.lowes.com/product/converted/883049/883049332345.jpg?size=xl,Whirlpool,8.8-cu ft Electric Dryer (White) ENERGY STAR,730,262
https://www.lowes.com/pd/Maytag-8-8-cu-ft-Electric-Dryer-White-ENERGY-STAR/50371124,670007,MEDB835DW,4.7,95%,https://mobileimages.lowes.com/product/converted/883049/883049335452.jpg?size=xl,Maytag,8.8-cu ft Electric Dryer (White) ENERGY STAR,1623,263
https://www.lowes.com/pd/Roper-6-5-cu-ft-Electric-Dryer-White/1000067935,794809,RED4516FW,4.1,81%,https://mobileimages.lowes.com/product/converted/883049/883049414768.jpg?size=xl,Roper,6.5-cu ft Electric Dryer (White),169,1279
https://www.lowes.com/pd/LG-Smart-Wi-Fi-Enabled-7-4-cu-ft-Stackable-Electric-Dryer-White-ENERGY-STAR/1000509241,1072529,DLE3500W,4.6,91%,https://mobileimages.lowes.com/product/converted/048231/048231024983.jpg?size=xl,LG,Smart Wi-Fi Enabled 7.4-cu ft Stackable Electric Dryer (White) ENERGY STAR,642,644
https://www.lowes.com/pd/Frigidaire-Gallery-21-8-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Smudge-Proof-Stainless-Steel-ENERGY-STAR/1001287752,1228890,FG4H2272UF,4.4,91%,https://mobileimages.lowes.com/product/converted/012505/012505646249.jpg?size=xl,Frigidaire,Gallery 21.8-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,1965,2050
https://www.lowes.com/pd/Whirlpool-24-5-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000257811,754716,WRX735SDHZ,4.5,93%,https://mobileimages.lowes.com/product/converted/883049/883049445533.jpg?size=xl,Whirlpool,24.5-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,2199,1711
https://www.lowes.com/pd/Samsung-28-cu-ft-4-Door-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000863994,1295698,RF28R7201SR,4.1,74%,https://mobileimages.lowes.com/product/converted/887276/887276304922.jpg?size=xl,Samsung,28-cu ft 4-Door French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,2211,492
https://www.lowes.com/pd/Bosch-800-21-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000973168,1418796,B36CL80SNS,4.7,95%,https://mobileimages.lowes.com/product/converted/825225/825225953630.jpg?size=xl,Bosch,800 21-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,2088,2235
https://www.lowes.com/pd/Hisense-20-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-Look/1001107532,1405575,HQD20058SV,3.8,73%,https://mobileimages.lowes.com/product/converted/819130/819130023397.jpg?size=xl,Hisense,20-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel Look),1408,953
https://www.lowes.com/pd/Maxx-Cold-48-cu-ft-2-Door-Merchandiser-Commercial-Refrigerator-White-and-Glass/50333507,651482,MXM248R,5,No raters,https://mobileimages.lowes.com/product/converted/845035/845035004667.jpg?size=xl,Maxx,Cold 48-cu ft 2-Door Merchandiser Commercial Refrigerator (White and Glass),1945,1927
https://www.lowes.com/pd/Maxx-Cold-49-cu-ft-2-Door-Reach-In-Commercial-Refrigerator-Stainless-Steel/50208709,612452,MCR-49FD,1,No raters,https://mobileimages.lowes.com/product/converted/845035/845035000447.jpg?size=xl,Maxx,Cold 49-cu ft 2-Door Reach-In Commercial Refrigerator (Stainless Steel),1406,1894
https://www.lowes.com/pd/Frigidaire-Gallery-21-8-cu-ft-4-Door-Counter-depth-French-Door-Refrigerator-with-Ice-Maker-Smudge-Proof-Stainless-Steel-ENERGY-STAR/1001287752,1228890,FG4H2272UF,4.4,91%,https://mobileimages.lowes.com/product/converted/012505/012505646249.jpg?size=xl,Frigidaire,Gallery 21.8-cu ft 4-Door Counter-depth French Door Refrigerator with Ice Maker (Smudge-Proof Stainless Steel) ENERGY STAR,2030,485
https://www.lowes.com/pd/Frigidaire-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-EasyCare-Stainless-Steel-ENERGY-STAR/1000225693,852874,LFHB2751TF,4.3,84%,https://mobileimages.lowes.com/product/converted/012505/012505644467.jpg?size=xl,Frigidaire,26.8-cu ft French Door Refrigerator with Ice Maker (EasyCare Stainless Steel) ENERGY STAR,2221,753
https://www.lowes.com/pd/Whirlpool-25-2-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel-ENERGY-STAR/1000228559,753010,WRF535SWHZ,4.6,95%,https://mobileimages.lowes.com/product/converted/883049/883049442068.jpg?size=xl,Whirlpool,25.2-cu ft French Door Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel) ENERGY STAR,2366,1690
https://www.lowes.com/pd/Samsung-25-5-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Stainless-Steel-ENERGY-STAR/3773537,186006,RF260BEAESR,3.9,74%,https://mobileimages.lowes.com/product/converted/036725/036725590175.jpg?size=xl,Samsung,25.5-cu ft French Door Refrigerator with Ice Maker (Stainless Steel) ENERGY STAR,1756,194
https://www.lowes.com/pd/Frigidaire-26-8-cu-ft-French-Door-Refrigerator-with-Ice-Maker-Black-Stainless-Steel-ENERGY-STAR/1000262637,852875,FFHB2750TD,4.4,85%,https://mobileimages.lowes.com/product/converted/012505/012505644177.jpg?size=xl,Frigidaire,26.8-cu ft French Door Refrigerator with Ice Maker (Black Stainless Steel) ENERGY STAR,1374,119
https://www.lowes.com/pd/LG-InstaView-27-cu-ft-French-Door-Refrigerator-with-Ice-Maker-and-Door-within-Door-Fingerprint-Resistant-Printproof-Stainless-Steel-ENERGY-STAR/1000938916,1341469,LFCS27596S,4.5,89%,https://mobileimages.lowes.com/product/converted/048231/048231804776.jpg?size=xl,LG,InstaView 27-cu ft French Door Refrigerator with Ice Maker and Door within Door (Fingerprint-Resistant Printproof Stainless Steel) ENERGY STAR,2136,777
https://www.lowes.com/pd/Samsung-24-52-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000027155,712177,RS25J500DSR,3.8,72%,https://mobileimages.lowes.com/product/converted/887276/887276099453.jpg?size=xl,Samsung,24.52-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),2392,852
https://www.lowes.com/pd/Whirlpool-24-6-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000422565,1030901,WRS315SDHZ,4.3,89%,https://mobileimages.lowes.com/product/converted/883049/883049486512.jpg?size=xl,Whirlpool,24.6-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),2235,2039
https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-EasyCare-Stainless-Steel/1000245233,852869,LFSS2612TF,4.2,82%,https://mobileimages.lowes.com/product/converted/012505/012505645839.jpg?size=xl,Frigidaire,25.5-cu ft Side-by-Side Refrigerator with Ice Maker (EasyCare Stainless Steel),553,897
https://www.lowes.com/pd/Samsung-24-52-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Stainless-Steel/1000027155,712177,RS25J500DSR,3.8,72%,https://mobileimages.lowes.com/product/converted/887276/887276099453.jpg?size=xl,Samsung,24.52-cu ft Side-by-Side Refrigerator with Ice Maker (Stainless Steel),757,2256
https://www.lowes.com/pd/Whirlpool-21-4-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000332339,912753,WRS321SDHZ,4.3,88%,https://mobileimages.lowes.com/product/converted/883049/883049435039.jpg?size=xl,Whirlpool,21.4-cu ft Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),370,283
https://www.lowes.com/pd/GE-21-9-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-Fingerprint-Resistant-Stainless-Steel/1000842434,1262485,GZS22IYNFS,4.5,91%,https://mobileimages.lowes.com/product/converted/084691/084691845898.jpg?size=xl,GE,21.9-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (Fingerprint-Resistant Stainless Steel),749,1494
https://www.lowes.com/pd/Frigidaire-25-5-cu-ft-Side-by-Side-Refrigerator-with-Ice-Maker-Black/1000245231,852868,LFSS2612TE,4.2,82%,https://mobileimages.lowes.com/product/converted/012505/012505645815.jpg?size=xl,Frigidaire,25.5-cu ft Side-by-Side Refrigerator with Ice Maker (Black),935,814
https://www.lowes.com/pd/Frigidaire-22-cu-ft-Counter-depth-Side-by-Side-Refrigerator-with-Ice-Maker-EasyCare-Stainless-Steel/1000833002,1297456,LFSC2324VF,4.1,59%,https://mobileimages.lowes.com/product/converted/012505/012505647703.jpg?size=xl,Frigidaire,22-cu ft Counter-depth Side-by-Side Refrigerator with Ice Maker (EasyCare Stainless Steel),1309,1666
https://www.lowes.com/pd/Frigidaire-18-cu-ft-Top-Freezer-Refrigerator-White/1000225701,852884,FFTR1814TW,4.3,89%,https://mobileimages.lowes.com/product/converted/012505/012505644481.jpg?size=xl,Frigidaire,18-cu ft Top-Freezer Refrigerator (White),576,1772
https://www.lowes.com/pd/Whirlpool-14-3-cu-ft-Top-Freezer-Refrigerator-White/50284165,623777,WRT314TFDW,4.5,93%,https://mobileimages.lowes.com/product/converted/883049/883049359359.jpg?size=xl,Whirlpool,14.3-cu ft Top-Freezer Refrigerator (White),199,2056
https://www.lowes.com/pd/Haier-9-8-cu-ft-Top-Freezer-Refrigerator-White/1000366385,970842,HA10TG21SW,4.3,89%,https://mobileimages.lowes.com/product/converted/688057/688057309156.jpg?size=xl,Haier,9.8-cu ft Top-Freezer Refrigerator (White),140,1580
https://www.lowes.com/pd/Whirlpool-20-5-cu-ft-Top-Freezer-Refrigerator-White/50297737,623784,WRT311FZDW,4.3,88%,https://mobileimages.lowes.com/product/converted/883049/883049303192.jpg?size=xl,Whirlpool,20.5-cu ft Top-Freezer Refrigerator (White),1617,1502
https://www.lowes.com/pd/Whirlpool-20-5-cu-ft-Top-Freezer-Refrigerator-Monochromatic-Stainless-Steel/50297741,623786,WRT311FZDM,4.3,88%,https://mobileimages.lowes.com/product/converted/883049/883049322711.jpg?size=xl,Whirlpool,20.5-cu ft Top-Freezer Refrigerator (Monochromatic Stainless Steel),2051,879
https://www.lowes.com/pd/Samsung-21-1-cu-ft-Top-Freezer-Refrigerator-Stainless-Steel-ENERGY-STAR/1000217721,847229,RT21M6213SR,3.9,78%,https://mobileimages.lowes.com/product/converted/887276/887276213859.jpg?size=xl,Samsung,21.1-cu ft Top-Freezer Refrigerator (Stainless Steel) ENERGY STAR,740,1087
https://www.lowes.com/pd/GE-16-6-cu-ft-Top-Freezer-Refrigerator-White-ENERGY-STAR/1001079844,1418795,GTE17DTNRWW,4.8,98%,https://mobileimages.lowes.com/product/converted/084691/084691847106.jpg?size=xl,GE,16.6-cu ft Top-Freezer Refrigerator (White) ENERGY STAR,151,1651
https://www.lowes.com/pd/Frigidaire-1-6-cu-ft-Over-the-Range-Microwave-EasyCare-Stainless-Steel/1000251057,848354,LFMV1645TF,4.2,83%,https://mobileimages.lowes.com/product/converted/012505/012505563850.jpg?size=xl,Frigidaire,1.6-cu ft Over-the-Range Microwave (EasyCare Stainless Steel),1492,1513
https://www.lowes.com/pd/Samsung-1-6-cu-ft-Over-the-Range-Microwave-Fingerprint-Resistant-Stainless-Steel/50170433,589363,ME16H702SES,4,78%,https://mobileimages.lowes.com/product/converted/887276/887276690162.jpg?size=xl,Samsung,1.6-cu ft Over-the-Range Microwave (Fingerprint-Resistant Stainless Steel),2211,2046
https://www.lowes.com/pd/GE-1-7-cu-ft-Over-the-Range-Microwave-with-Sensor-Cooking-Fingerprint-Resistant-Stainless-Steel/1001047458,1362371,JVM6175YKFS,4.5,89%,https://mobileimages.lowes.com/product/converted/084691/084691845461.jpg?size=xl,GE,1.7-cu ft Over-the-Range Microwave with Sensor Cooking (Fingerprint-Resistant Stainless Steel),206,1294
https://www.lowes.com/pd/Maytag-1-9-cu-ft-Over-the-Range-Microwave-Fingerprint-Resistant-Stainless-Steel/1001090298,1441317,MMV1175JZ,4.8,97%,https://mobileimages.lowes.com/product/converted/883049/883049532578.jpg?size=xl,Maytag,1.9-cu ft Over-the-Range Microwave (Fingerprint-Resistant Stainless Steel),627,1789
https://www.lowes.com/pd/Whirlpool-Smooth-Surface-Element-4-2-cu-ft-2-5-cu-ft-Double-Oven-Convection-Electric-Range-Stainless-Steel-Common-30-in-Actual-29-938-in/1000062733,803967,WGE745C0FS,4.6,93%,https://mobileimages.lowes.com/product/converted/883049/883049399348.jpg?size=xl,Whirlpool,Smooth Surface-Element 4.2-cu ft / 2.5-cu ft Double Oven Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.938-in),1091,334
https://www.lowes.com/pd/GE-Smooth-Surface-Element-4-4-cu-ft-2-2-cu-ft-Self-Cleaning-Double-Oven-Convection-Electric-Range-Stainless-Steel-Common-30-in-Actual-29-875-in/999919218,752131,JB860SJSS,4.7,94%,https://mobileimages.lowes.com/product/converted/084691/084691812562.jpg?size=xl,GE,Smooth Surface-Element 4.4-cu ft / 2.2-cu ft Self-Cleaning Double Oven Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),1943,193
https://www.lowes.com/pd/LG-ProBake-Smooth-Surface-Element-4-3-cu-ft-3-cu-ft-Self-Cleaning-Double-Oven-True-Convection-Electric-Range-Stainless-Steel-Common-30-in-Actual-29-94-in/999925074,749968,LDE4413ST,4.4,89%,https://mobileimages.lowes.com/product/converted/048231/048231319508.jpg?size=xl,LG,ProBake Smooth Surface-Element 4.3-cu ft / 3-cu ft Self-Cleaning Double Oven True Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.94-in),572,974
https://www.lowes.com/pd/Samsung-Flex-Duo-Smooth-Surface-Element-2-7-cu-ft-3-cu-ft-Self-Cleaning-and-Double-Oven-True-Convection-True-Convection-Electric-Range-Stainless-Steel-Common-30-in-Actual-29-875-in/1000220201,845533,NE59M6850SS,3.9,78%,https://mobileimages.lowes.com/product/converted/887276/887276199214.jpg?size=xl,Samsung,Flex Duo Smooth Surface-Element 2.7-cu ft / 3-cu ft Self-Cleaning and Double Oven True Convection True Convection Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),2190,2182
https://www.lowes.com/pd/KitchenAid-Smooth-Surface-Element-4-2-cu-ft-2-5-cu-ft-Self-Cleaning-Double-Oven-Convection-Electric-Range-Black-Stainless-with-Printshield-Common-30-in-Actual-29-94-in/1000155309,833876,KFED500EBS,4.4,89%,https://mobileimages.lowes.com/product/converted/883049/883049414324.jpg?size=xl,KitchenAid,Smooth Surface-Element 4.2-cu ft / 2.5-cu ft Self-Cleaning Double Oven Convection Electric Range (Black Stainless with Printshield) (Common: 30-in; Actual: 29.94-in),611,356
https://www.lowes.com/pd/Frigidaire-Gallery-5-Burners-5-4-cu-ft-Self-Cleaning-Air-Fry-True-Convection-Freestanding-Gas-Range-Smudge-Proof-Stainless-Steel-Common-30-in-Actual-29-875-in/1001829628,1857691,GCRG3060AF,4.7,No raters,https://mobileimages.lowes.com/product/converted/012505/012505514166.jpg?size=xl,Frigidaire,Gallery 5 Burners 5.4-cu ft Self-Cleaning Air Fry True Convection Freestanding Gas Range (Smudge-Proof Stainless Steel) (Common: 30-in; Actual: 29.875-in),1052,2225
https://www.lowes.com/pd/Samsung-5-Burners-5-8-cu-ft-Self-Cleaning-Convection-Freestanding-Gas-Range-Stainless-Steel-Common-30-in-Actual-29-75-in/50201531,617237,NX58H5600SS,4.3,84%,https://mobileimages.lowes.com/product/converted/887276/887276977423.jpg?size=xl,Samsung,5 Burners 5.8-cu ft Self-Cleaning Convection Freestanding Gas Range (Stainless Steel) (Common: 30-in; Actual: 29.75-in),1029,1543
https://www.lowes.com/pd/Whirlpool-4-Burners-5-1-cu-ft-Freestanding-Gas-Range-Stainless-Steel-Common-30-in-Actual-29-875-in/50245907,634744,WFG320M0BS,4.4,91%,https://mobileimages.lowes.com/product/converted/883049/883049291116.jpg?size=xl,Whirlpool,4 Burners 5.1-cu ft Freestanding Gas Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),2306,2301
https://www.lowes.com/pd/GE-5-Burners-5-3-cu-ft-Self-Cleaning-Slide-in-Gas-Range-Stainless-Steel-Common-30-in-Actual-30-in/1000309773,911310,JGSS66SELSS,4.6,93%,https://mobileimages.lowes.com/product/converted/084691/084691823544.jpg?size=xl,GE,5 Burners 5.3-cu ft Self-Cleaning Slide-in Gas Range (Stainless Steel) (Common: 30-in; Actual: 30-in),2387,732
https://www.lowes.com/pd/KitchenAid-5-Burners-5-8-cu-ft-Self-Cleaning-Convection-Slide-in-Gas-Range-Stainless-Steel-Common-30-in-Actual-29-875-in/50354018,638523,KSGG700ESS,4.4,89%,https://mobileimages.lowes.com/product/converted/883049/883049329963.jpg?size=xl,KitchenAid,5 Burners 5.8-cu ft Self-Cleaning Convection Slide-in Gas Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),1578,2010
https://www.lowes.com/pd/Frigidaire-Gallery-Smooth-Surface-5-Elements-5-4-cu-ft-Self-Cleaning-Air-Fry-True-Convection-Freestanding-Electric-Range-Smudge-Proof-Stainless-Steel-Common-30-in-Actual-29-875-in/1001829632,1857692,GCRE3060AF,4.6,No raters,https://mobileimages.lowes.com/product/converted/012505/012505514104.jpg?size=xl,Frigidaire,Gallery Smooth Surface 5 Elements 5.4-cu ft Self-Cleaning Air Fry True Convection Freestanding Electric Range (Smudge-Proof Stainless Steel) (Common: 30-in; Actual: 29.875-in),681,1535
https://www.lowes.com/pd/Whirlpool-Smooth-Surface-4-Elements-4-8-cu-ft-Freestanding-Electric-Range-Black-on-stainless-Common-30-in-Actual-29-875-in/50382498,673897,WFE320M0ES,4.5,91%,https://mobileimages.lowes.com/product/converted/883049/883049354682.jpg?size=xl,Whirlpool,Smooth Surface 4 Elements 4.8-cu ft Freestanding Electric Range (Black-on-stainless) (Common: 30-in; Actual: 29.875-in),292,319
https://www.lowes.com/pd/Samsung-Smooth-Surface-5-Elements-5-9-cu-ft-Self-Cleaning-Freestanding-Electric-Range-Stainless-Steel-Common-30-in-Actual-29-875-in/1000183429,838770,NE59M4310SS,3.9,75%,https://mobileimages.lowes.com/product/converted/887276/887276197197.jpg?size=xl,Samsung,Smooth Surface 5 Elements 5.9-cu ft Self-Cleaning Freestanding Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),1855,943
https://www.lowes.com/pd/GE-Smooth-Surface-4-Elements-5-3-cu-ft-Self-Cleaning-Slide-in-Electric-Range-Stainless-Steel-Common-30-in-Actual-29-875-in/1000309761,911308,JS645SLSS,4.5,90%,https://mobileimages.lowes.com/product/converted/084691/084691822257.jpg?size=xl,GE,Smooth Surface 4 Elements 5.3-cu ft Self-Cleaning Slide-in Electric Range (Stainless Steel) (Common: 30-in; Actual: 29.875-in),1919,2012
https://www.lowes.com/pd/Holiday-4-Elements-2-4-cu-ft-Freestanding-Electric-Range-White-Common-20-in-Actual-20-125-in/1095335,64057,EAK10MOO,3.9,77%,https://mobileimages.lowes.com/product/converted/717309/717309928347.jpg?size=xl,Holiday,4 Elements 2.4-cu ft Freestanding Electric Range (White) (Common: 20-in; Actual: 20.125-in),438,1116
https://www.lowes.com/pd/Whirlpool-Load-Go-4-5-cu-ft-High-Efficiency-Stackable-Front-Load-Washer-White-ENERGY-STAR/1000704952,1216180,WFW5620HW,4.2,85%,https://mobileimages.lowes.com/product/converted/883049/883049456843.jpg?size=xl,Whirlpool,Load & Go 4.5-cu ft High Efficiency Stackable Front-Load Washer (White) ENERGY STAR,100,2313
https://www.lowes.com/pd/LG-TWINWash-Smart-Wi-Fi-Enabled-4-5-cu-ft-High-Efficiency-Stackable-Front-Load-Washer-White-ENERGY-STAR/1000509235,1072528,WM3500CW,4.5,88%,https://mobileimages.lowes.com/product/converted/048231/048231024990.jpg?size=xl,LG,TWINWash Smart Wi-Fi Enabled 4.5-cu ft High Efficiency Stackable Front-Load Washer (White) ENERGY STAR,2000,2329
https://www.lowes.com/pd/GE-4-5-cu-ft-Stackable-Front-Load-Washer-White-ENERGY-STAR/1000546107,826581,GFW450SSMWW,4.5,90%,https://mobileimages.lowes.com/product/converted/084691/084691826576.jpg?size=xl,GE,4.5-cu ft Stackable Front-Load Washer (White) ENERGY STAR,681,1708
https://www.lowes.com/pd/Samsung-4-5-cu-ft-High-Efficiency-Stackable-Front-Load-Washer-White-ENERGY-STAR/1000804676,1258842,WF45R6100AW,4.5,90%,https://mobileimages.lowes.com/product/converted/887276/887276299471.jpg?size=xl,Samsung,4.5-cu ft High Efficiency Stackable Front-Load Washer (White) ENERGY STAR,1470,1221
